,contact_amenageur,contact_operateur,nom_amenageur,nom_operateur,telephone_operateur,siren_amenageur,raccordement,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,tarification,paiement_autre,paiement_acte,paiement_cb,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,date_mise_en_service,observations,date_maj,cable_t2_attache,num_pdl,latitude,longitude,nom_commune,ville_guess,ville_match,code_postal,ville,ville_normalisee,adresse_upper
2896,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - SERMAIZE LES BAINS - Rue de St. Dizier,FRS51E40906,FRS51E40906,MODULO - SERMAIZE LES BAINS - Rue de St. Dizier,Voirie,"Rue de Saint Dizier, 51 Sermaize les Bains",00nan,"[4.91256700,48.78397200]",2,FRS51E40906,FRS51E40906,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,48.783972,4.912567,,,False,,,,"RUE DE SAINT DIZIER, 51 SERMAIZE LES BAINS"
2897,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - SERMAIZE LES BAINS - Rue de St. Dizier,FRS51E40907,FRS51E40907,MODULO - SERMAIZE LES BAINS - Rue de St. Dizier,Voirie,"Rue de Saint Dizier, 51 Sermaize les Bains",00nan,"[4.91256700,48.78397200]",2,FRS51E40907,FRS51E40907,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,48.783972,4.912567,,,False,,,,"RUE DE SAINT DIZIER, 51 SERMAIZE LES BAINS"
2899,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - LA CHAUSSEE-D'IVRY - Pl. de l'église,FRS28E139414,FRS28E139414,MODULO - LA CHAUSSEE-D'IVRY - Pl. de l'église,Voirie,"Place de l'Eglise, 28260 LA CHAUSSEE-D'IVRY",00nan,"[1.47865754,48.88282251]",1,FRS28E139414,FRS28E139414,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2019-10-05,,2025-06-05,False,,48.88282251,1.47865754,,28260 LA CHAUSSEE-D'IVRY,False,28260,LA CHAUSSEE-D'IVRY,,"PLACE DE L'EGLISE, 28260 LA CHAUSSEE-D'IVRY"
2902,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - PARGNY SUR SAULX - Pl. Jean Monet,FRS51E40914,FRS51E40914,MODULO - PARGNY SUR SAULX - Pl. Jean Monet,Voirie,"Place Jean Monet, 51 Pargny sur Saulx",00nan,"[4.84895600,48.76947700]",2,FRS51E40914,FRS51E40914,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-04,False,,48.769477,4.848956,,,False,,,,"PLACE JEAN MONET, 51 PARGNY SUR SAULX"
2903,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - PARGNY SUR SAULX - Pl. Jean Monet,FRS51E40915,FRS51E40915,MODULO - PARGNY SUR SAULX - Pl. Jean Monet,Voirie,"Place Jean Monet, 51 Pargny sur Saulx",00nan,"[4.84895600,48.76947700]",2,FRS51E40915,FRS51E40915,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-04,False,,48.769477,4.848956,,,False,,,,"PLACE JEAN MONET, 51 PARGNY SUR SAULX"
2908,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - BLANCS COTEAUX - Bd. Jean Brion,FRS51E40984,FRS51E40984,MODULO - BLANCS COTEAUX - Bd. Jean Brion,Voirie,"Boulevard Jean Brion, 51 Blancs Coteaux",00nan,"[4.00517100,48.90600300]",2,FRS51E40984,FRS51E40984,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,48.906003,4.005171,,,False,,,,"BOULEVARD JEAN BRION, 51 BLANCS COTEAUX"
2909,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - BLANCS COTEAUX - Bd. Jean Brion,FRS51E40985,FRS51E40985,MODULO - BLANCS COTEAUX - Bd. Jean Brion,Voirie,"Boulevard Jean Brion, 51 Blancs Coteaux",00nan,"[4.00517100,48.90600300]",2,FRS51E40985,FRS51E40985,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,48.906003,4.005171,,,False,,,,"BOULEVARD JEAN BRION, 51 BLANCS COTEAUX"
2924,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - REIMS ST THOMAS - Rue Perin,FRS51E41689,FRS51E41689,MODULO - REIMS ST THOMAS - Rue Perin,Voirie,"15 Rue Perin, 5& Reims",00nan,"[4.02541200,49.26475500]",2,FRS51E41689,FRS51E41689,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.264755,4.025412,,,False,,,,"15 RUE PERIN, 5& REIMS"
2925,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - REIMS ST THOMAS - Rue Perin,FRS51E41690,FRS51E41690,MODULO - REIMS ST THOMAS - Rue Perin,Voirie,"15 Rue Perin, 5& Reims",00nan,"[4.02541200,49.26475500]",2,FRS51E41690,FRS51E41690,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.264755,4.025412,,,False,,,,"15 RUE PERIN, 5& REIMS"
2928,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - VAL DE VESLE - Rue du Général de Gaulle,FRS51E41909,FRS51E41909,MODULO - VAL DE VESLE - Rue du Général de Gaulle,Voirie,"Rue du Général de Gaulle, 51 Val de Vesle",00nan,"[4.22270900,49.17521400]",2,FRS51E41909,FRS51E41909,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.175214,4.222709,,,False,,,,"RUE DU GÉNÉRAL DE GAULLE, 51 VAL DE VESLE"
2929,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - VAL DE VESLE - Rue du Général de Gaulle,FRS51E41910,FRS51E41910,MODULO - VAL DE VESLE - Rue du Général de Gaulle,Voirie,"Rue du Général de Gaulle, 51 Val de Vesle",00nan,"[4.22270900,49.17521400]",2,FRS51E41910,FRS51E41910,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.175214,4.222709,,,False,,,,"RUE DU GÉNÉRAL DE GAULLE, 51 VAL DE VESLE"
2936,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - MOURMELON LE GRAND - Rue Marechal Joffre,FRS51E42092,FRS51E42092,MODULO - MOURMELON LE GRAND - Rue Marechal Joffre,Voirie,"8 Rue du Maréchal Joffre, 51 MOURMELON LE GRAND",00nan,"[4.36598100,49.14138400]",2,FRS51E42092,FRS51E42092,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-04,False,,49.141384,4.365981,,,False,,,,"8 RUE DU MARÉCHAL JOFFRE, 51 MOURMELON LE GRAND"
2937,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - MOURMELON LE GRAND - Rue Marechal Joffre,FRS51E42093,FRS51E42093,MODULO - MOURMELON LE GRAND - Rue Marechal Joffre,Voirie,"8 Rue du Maréchal Joffre, 51 MOURMELON LE GRAND",00nan,"[4.36598100,49.14138400]",2,FRS51E42093,FRS51E42093,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-04,False,,49.141384,4.365981,,,False,,,,"8 RUE DU MARÉCHAL JOFFRE, 51 MOURMELON LE GRAND"
2939,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - VERZY - Rue Chanzy,FRS51E42107,FRS51E42107,MODULO - VERZY - Rue Chanzy,Voirie,"30 Rue Chanzy, 5& Verzy",00nan,"[4.16296300,49.14610400]",2,FRS51E42107,FRS51E42107,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.146104,4.162963,,,False,,,,"30 RUE CHANZY, 5& VERZY"
2940,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - VERZY - Rue Chanzy,FRS51E42108,FRS51E42108,MODULO - VERZY - Rue Chanzy,Voirie,"30 Rue Chanzy, 5& Verzy",00nan,"[4.16296300,49.14610400]",2,FRS51E42108,FRS51E42108,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.146104,4.162963,,,False,,,,"30 RUE CHANZY, 5& VERZY"
2946,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - CORMONTREUIL - Rue Manoel Pinto,FRS51E42376,FRS51E42376,MODULO - CORMONTREUIL - Rue Manoel Pinto,Voirie,"Rue Manoel Pinto, 51 Cormontreuil",00nan,"[4.05245100,49.22548900]",2,FRS51E42376,FRS51E42376,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.225489,4.052451,,,False,,,,"RUE MANOEL PINTO, 51 CORMONTREUIL"
2947,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - CORMONTREUIL - Rue Manoel Pinto,FRS51E42377,FRS51E42377,MODULO - CORMONTREUIL - Rue Manoel Pinto,Voirie,"Rue Manoel Pinto, 51 Cormontreuil",00nan,"[4.05245100,49.22548900]",2,FRS51E42377,FRS51E42377,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.225489,4.052451,,,False,,,,"RUE MANOEL PINTO, 51 CORMONTREUIL"
2956,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - ARROU - Rue du docteur Vaisbuch,FRS28E240691,FRS28E240691,MODULO - ARROU - Rue du docteur Vaisbuch,Voirie,"8 Rue du docteur vaisbusch, 28290 Val d'yerre",00nan,"[1.12391900,48.09851400]",1,FRS28E240691,FRS28E240691,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2019-10-05,,2025-06-05,False,,48.098514,1.123919,,28290 VAL D'YERRE,False,28290,VAL D'YERRE,,"8 RUE DU DOCTEUR VAISBUSCH, 28290 VAL D'YERRE"
2957,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - St MARTIN D'ABLOIS - Rue Julien Ducos,FRS51E42568,FRS51E42568,MODULO - St MARTIN D'ABLOIS - Rue Julien Ducos,Voirie,"26 Rue Julien Ducos, 51530 Saint Martin D'Ablois",00nan,"[3.87080000,49.01319100]",2,FRS51E42568,FRS51E42568,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.013191,3.8708,,51530 SAINT MARTIN D'ABLOIS,False,51530,SAINT MARTIN D'ABLOIS,,"26 RUE JULIEN DUCOS, 51530 SAINT MARTIN D'ABLOIS"
2958,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - St MARTIN D'ABLOIS - Rue Julien Ducos,FRS51E42569,FRS51E42569,MODULO - St MARTIN D'ABLOIS - Rue Julien Ducos,Voirie,"26 Rue Julien Ducos, 51530 Saint Martin D'Ablois",00nan,"[3.87080000,49.01319100]",2,FRS51E42569,FRS51E42569,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,49.013191,3.8708,,51530 SAINT MARTIN D'ABLOIS,False,51530,SAINT MARTIN D'ABLOIS,,"26 RUE JULIEN DUCOS, 51530 SAINT MARTIN D'ABLOIS"
3087,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - LA CHAP D'ANGILLON - Pl. du Monument - 112719,FRS18E112719,FRS18E112719,MODULO - LA CHAP D'ANGILLON - Pl. du Monument - 112719,Voirie,"Place du Monument, 18380 LA CHAPELLE D'ANGILLON",00nan,"[2.43186000,47.36434000]",1,FRS18E112719,FRS18E112719,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2023-05-12,,2025-06-05,False,,47.36434,2.43186,,18380 LA CHAPELLE D'ANGILLON,False,18380,LA CHAPELLE D'ANGILLON,,"PLACE DU MONUMENT, 18380 LA CHAPELLE D'ANGILLON"
3230,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - GIFFAUMONT CHAMPAUBERT - Casino,FRS51E48889,FRS51E48889,MODULO - GIFFAUMONT CHAMPAUBERT - Casino,Voirie,"Parking Casino, 51269 Giffaumont Champaubert 1",00nan,"[4.76578800,48.55460100]",2,FRS51E48889,FRS51E48889,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,48.554601,4.765788,,51269 GIFFAUMONT CHAMPAUBERT 1,False,51269,GIFFAUMONT CHAMPAUBERT 1,,"PARKING CASINO, 51269 GIFFAUMONT CHAMPAUBERT 1"
3231,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - GIFFAUMONT CHAMPAUBERT - Casino,FRS51E48890,FRS51E48890,MODULO - GIFFAUMONT CHAMPAUBERT - Casino,Voirie,"Parking Casino, 51269 Giffaumont Champaubert 1",00nan,"[4.76578800,48.55460100]",2,FRS51E48890,FRS51E48890,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2020-12-11,,2025-06-05,False,,48.554601,4.765788,,51269 GIFFAUMONT CHAMPAUBERT 1,False,51269,GIFFAUMONT CHAMPAUBERT 1,,"PARKING CASINO, 51269 GIFFAUMONT CHAMPAUBERT 1"
3232,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - St MARTIN D'AUXIGNY - Pl. de la mairie,FRS18E188179,FRS18E188179,MODULO - St MARTIN D'AUXIGNY - Pl. de la mairie,Voirie,"19 Pl. de la Mairie, 18110 St Martin d'Auxigny",00nan,"[2.41807400,47.20442200]",2,FRS18E188179,FRS18E188179,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2023-05-13,,2025-06-05,False,,47.204422,2.418074,,18110 ST MARTIN D'AUXIGNY,False,18110,SAINT MARTIN D'AUXIGNY,,"19 PL. DE LA MAIRIE, 18110 ST MARTIN D'AUXIGNY"
3233,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - St MARTIN D'AUXIGNY - Pl. de la mairie,FRS18E188180,FRS18E188180,MODULO - St MARTIN D'AUXIGNY - Pl. de la mairie,Voirie,"19 Pl. de la Mairie, 18110 St Martin d'Auxigny",00nan,"[2.41807400,47.20442200]",2,FRS18E188180,FRS18E188180,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2023-05-13,,2025-06-05,False,,47.204422,2.418074,,18110 ST MARTIN D'AUXIGNY,False,18110,SAINT MARTIN D'AUXIGNY,,"19 PL. DE LA MAIRIE, 18110 ST MARTIN D'AUXIGNY"
3264,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - RAON L'ETAPE - Pkg. de la gare,FRS88E181162,FRS88E181162,MODULO - RAON L'ETAPE - Pkg. de la gare,Station dédiée à la recharge rapide,"Parking de la gare, 88100 Raon L'etape",00nan,"[6.83715000,48.40410000]",2,FRS88E181162,FRS88E181162,0,False,False,True,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2023-12-08,,2025-06-05,False,,48.4041,6.83715,,88100 RAON L'ETAPE,False,88100,RAON LE ETAPE,,"PARKING DE LA GARE, 88100 RAON L'ETAPE"
3265,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - RAON L'ETAPE - Pkg. de la gare,FRS88E181164,FRS88E181164,MODULO - RAON L'ETAPE - Pkg. de la gare,Voirie,"Parking de la gare, 88100 Raon L'etape",00nan,"[6.83715000,48.40410000]",2,FRS88E181164,FRS88E181164,0,False,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2023-12-08,,2025-06-05,False,,48.4041,6.83715,,88100 RAON L'ETAPE,False,88100,RAON LE ETAPE,,"PARKING DE LA GARE, 88100 RAON L'ETAPE"
3266,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - LA GUERCHE - Av. de l'Europe(Pkg. Netto),FRS18E281277,FRS18E281277,MODULO - LA GUERCHE - Av. de l'Europe(Pkg. Netto),Voirie,"3 Av. de l'Europe, 18150 LA GUERCHE-sur-L'AUBOIS",00nan,"[2.93980400,46.94008800]",2,FRS18E281277,FRS18E281277,0,False,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2022-10-29,,2025-06-05,False,,46.940088,2.939804,,18150 LA GUERCHE-SUR-L'AUBOIS,False,18150,LA GUERCHE-SUR-LE AUBOIS,,"3 AV. DE L'EUROPE, 18150 LA GUERCHE-SUR-L'AUBOIS"
3267,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - LA GUERCHE - Av. de l'Europe(Pkg. Netto),FRS18E281278,FRS18E281278,MODULO - LA GUERCHE - Av. de l'Europe(Pkg. Netto),Voirie,"3 Av. de l'Europe, 18150 LA GUERCHE-sur-L'AUBOIS",00nan,"[2.93980400,46.94008800]",2,FRS18E281278,FRS18E281278,0,True,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2022-10-29,,2025-06-05,False,,46.940088,2.939804,,18150 LA GUERCHE-SUR-L'AUBOIS,False,18150,LA GUERCHE-SUR-LE AUBOIS,,"3 AV. DE L'EUROPE, 18150 LA GUERCHE-SUR-L'AUBOIS"
3365,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - MAUBERT FONTAINE - Rte. d'Hirson,FRS08E240750,FRS08E240750,MODULO - MAUBERT FONTAINE - Rte. d'Hirson,Voirie,"50 Route d'Hirson, 08 Maubert Fontaine",00nan,"[4.42756900,49.86954100]",2,FRS08E240750,FRS08E240750,0,False,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.869541,4.427569,,,False,,,,"50 ROUTE D'HIRSON, 08 MAUBERT FONTAINE"
3366,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - MAUBERT FONTAINE - Rte. d'Hirson,FRS08E240751,FRS08E240751,MODULO - MAUBERT FONTAINE - Rte. d'Hirson,Station dédiée à la recharge rapide,"50 Route d'Hirson, 08 Maubert Fontaine",00nan,"[4.42756900,49.86954100]",2,FRS08E240751,FRS08E240751,0,False,False,True,True,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.869541,4.427569,,,False,,,,"50 ROUTE D'HIRSON, 08 MAUBERT FONTAINE"
3371,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - BAIRON ET SES ENVIRONS - Mairie,FRS08E57697,FRS08E57697,MODULO - BAIRON ET SES ENVIRONS - Mairie,Station dédiée à la recharge rapide,"Place Mairie, 08 Bairon et ses Environs",00nan,"[4.76344500,49.51316500]",2,FRS08E57697,FRS08E57697,0,False,False,True,True,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.513165,4.763445,,,False,,,,"PLACE MAIRIE, 08 BAIRON ET SES ENVIRONS"
3372,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - BAIRON ET SES ENVIRONS - Mairie,FRS08E57698,FRS08E57698,MODULO - BAIRON ET SES ENVIRONS - Mairie,Voirie,"Place Mairie, 08 Bairon et ses Environs",00nan,"[4.76344500,49.51316500]",2,FRS08E57698,FRS08E57698,0,False,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.513165,4.763445,,,False,,,,"PLACE MAIRIE, 08 BAIRON ET SES ENVIRONS"
3377,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - SIGNY L'ABBAYE - Pl. Aristide Briand,FRS08E57592,FRS08E57592,MODULO - SIGNY L'ABBAYE - Pl. Aristide Briand,Station dédiée à la recharge rapide,"Place Aristide Briand, 08460 Signy L'Abbaye",00nan,"[4.41915300,49.69821300]",2,FRS08E57592,FRS08E57592,0,False,False,True,True,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.698213,4.419153,,08460 SIGNY L'ABBAYE,False,08460,SIGNY LE ABBAYE,,"PLACE ARISTIDE BRIAND, 08460 SIGNY L'ABBAYE"
3378,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - SIGNY L'ABBAYE - Pl. Aristide Briand,FRS08E57593,FRS08E57593,MODULO - SIGNY L'ABBAYE - Pl. Aristide Briand,Voirie,"Place Aristide Briand, 08460 Signy L'Abbaye",00nan,"[4.41915300,49.69821300]",2,FRS08E57593,FRS08E57593,0,False,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.698213,4.419153,,08460 SIGNY L'ABBAYE,False,08460,SIGNY LE ABBAYE,,"PLACE ARISTIDE BRIAND, 08460 SIGNY L'ABBAYE"
3381,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - LES HAUTES RIVIERES- Pl. de la mairie,FRS08E57604,FRS08E57604,MODULO - LES HAUTES RIVIERES- Pl. de la mairie,Station dédiée à la recharge rapide,"Place de la Mairie- Parking Poste, 08 Les Hautes Rivieres",00nan,"[4.84286500,49.88354200]",2,FRS08E57604,FRS08E57604,0,False,False,True,True,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-04,False,,49.883542,4.842865,,,False,,,,"PLACE DE LA MAIRIE- PARKING POSTE, 08 LES HAUTES RIVIERES"
3382,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - LES HAUTES RIVIERES- Pl. de la mairie,FRS08E57605,FRS08E57605,MODULO - LES HAUTES RIVIERES- Pl. de la mairie,Voirie,"Place de la Mairie- Parking Poste, 08 Les Hautes Rivieres",00nan,"[4.84286500,49.88354200]",2,FRS08E57605,FRS08E57605,0,False,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-04,False,,49.883542,4.842865,,,False,,,,"PLACE DE LA MAIRIE- PARKING POSTE, 08 LES HAUTES RIVIERES"
3383,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - MACHAULT - Pl. de la mairie,FRS08E57608,FRS08E57608,MODULO - MACHAULT - Pl. de la mairie,Station dédiée à la recharge rapide,"Place de la Mairie, 0! Machault",00nan,"[4.49944700,49.35492400]",2,FRS08E57608,FRS08E57608,0,False,False,True,True,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.354924,4.499447,,,False,,,,"PLACE DE LA MAIRIE, 0! MACHAULT"
3384,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - MACHAULT - Pl. de la mairie,FRS08E57609,FRS08E57609,MODULO - MACHAULT - Pl. de la mairie,Voirie,"Place de la Mairie, 0! Machault",00nan,"[4.49944700,49.35492400]",2,FRS08E57609,FRS08E57609,0,False,True,False,False,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.354924,4.499447,,,False,,,,"PLACE DE LA MAIRIE, 0! MACHAULT"
3385,support@modulo-energies.fr,support@modulo-energies.fr,Modulo Energies,Modulo,+(33)-(800)-373740,841376734.0,,MODULO - THILAY - Couture d'en bas,FRS08E57612,FRS08E57612,MODULO - THILAY - Couture d'en bas,Station dédiée à la recharge rapide,"Couture d'en Bas, 08 Thilay",00nan,"[4.80685700,49.87054900]",2,FRS08E57612,FRS08E57612,0,False,False,True,True,False,False,,True,True,False,Accès réservé,False,24/7,Accessible mais non réservé PMR,inconnu,False,2021-09-07,,2025-06-05,False,,49.870549,4.806857,,,False,,,,"COUTURE D'EN BAS, 08 THILAY"
